,city,region,country,lng,lat,population,continent
1875,Damnoen Saduak,Ratchaburi,TH,99.9545,13.5177,7399,AF
1876,Damān,Damān and Diu,IN,72.834,20.4169,39737,AF
1877,Damāvand,Tehrān,IR,52.065,35.7178,48380,AS
1878,Dan Khun Thot,Nakhon Ratchasima,TH,101.7667,15.2099,6432,AS
1879,Dangriga,Stann Creek,BZ,-88.2167,16.9667,9096,AS
1880,Dar es Salaam,Dar es Salaam,TZ,39.2833,-6.8,7461000,AS
1881,Darda,Osječko-Baranjska Županija,HR,18.6925,45.6261,5323,NA
1882,Darhan,Darhan-Uul,MN,105.9228,49.4867,74738,AF
1883,Darkūsh,Idlib,SY,36.3931,35.9925,5295,EU
1884,Darmstadt,Hesse,DE,8.65,49.8667,159207,AS
1885,Darnah,Darnah,LY,22.6391,32.7648,127974,AS
1886,Daru,Western,PG,143.2,-9.0833,12879,EU
1887,Daruvar,Bjelovarsko-Bilogorska Županija,HR,17.2167,45.6,9815,AF
1888,Darwin,Northern Territory,AU,130.8411,-12.4381,136828,OC
1889,Dar‘ā,Dar‘ā,SY,36.105,32.625,146481,EU
1890,Dashiqiao,Liaoning,CN,122.5021,40.6328,704891,OC
1891,Daugavpils,Daugavpils,LV,26.5161,55.8714,80627,AS
1892,Dauis,Bohol,PH,123.8658,9.6253,52492,AS
1893,Daun,Rhineland-Palatinate,DE,6.8319,50.1986,7974,EU
1894,Davao,Davao,PH,125.6,7.0667,1776949,AS
1895,David,Chiriquí,PA,-82.4333,8.4333,144858,EU
1896,Davos,Graubünden,CH,9.8398,46.8091,10862,AS
1897,Dawei,Taninthayi,MM,98.1867,14.0367,139900,NA
1898,Dax,Nouvelle-Aquitaine,FR,-1.05,43.71,20762,EU
1899,Dayr az Zawr,Dayr az Zawr,SY,40.15,35.3333,271800,AS
1900,Dayr Ḩāfir,Ḩalab,SY,37.704,36.1592,35409,EU
1901,Dazhou,Sichuan,CN,107.4947,31.2152,5468097,AS
1902,Daşkəsən,Daşkəsən,AZ,46.0828,40.5181,10700,AS
1903,Daşoguz,Daşoguz,TM,59.9831,41.8167,227184,AS
1904,Debar,Debar,MK,20.5272,41.525,14561,AS
1905,Debesy,Udmurtiya,RU,53.8167,57.65,5778,AS
1906,Debrecen,Hajdú-Bihar,HU,21.6392,47.53,200974,EU
1907,Dedoplists’q’aro,K’akheti,GE,46.1045,41.4652,5940,EU
1908,Dedza,Dedza,MW,34.3333,-14.3667,15608,EU
1909,Deggendorf,Bavaria,DE,12.9644,48.8353,33585,AS
1910,Degollado,Jalisco,MX,-102.15,20.4667,21226,AF
1911,Dehra Dūn,Uttarakhand,IN,78.029,30.318,578420,EU
1912,Dehāqān,Eşfahān,IR,51.6478,31.94,16899,NA
1913,Delft,Zuid-Holland,NL,4.3594,52.0119,100011,AS
1914,Delfzijl,Groningen,NL,6.9167,53.3333,24716,AS
1915,Delhi,Delhi,IN,77.2167,28.6667,31870000,EU
1916,Delicias,Chihuahua,MX,-105.4717,28.1931,150506,EU
1917,Delmenhorst,Lower Saxony,DE,8.6317,53.0506,77607,AS
1918,Delémont,Jura,CH,7.3472,47.3653,12682,NA
1919,Delčevo,Delčevo,MK,22.7747,41.9661,3033,EU
1920,Demir Hisar,Demir Hisar,MK,21.2031,41.2208,543,EU
1921,Demir Kapija,Demir Kapija,MK,22.2422,41.4114,3275,EU
1922,Demre,Antalya,TR,29.9978,36.255,13793,EU
1923,Den Chai,Phrae,TH,100.0519,17.9835,11542,EU
1924,Den Helder,Noord-Holland,NL,4.7589,52.9583,55604,AS
1925,Dendermonde,Flanders,BE,4.1,51.0167,45673,AS
1926,Dengtalu,Henan,CN,114.3481,36.0819,887000,EU
1927,Denizli,Denizli,TR,29.0878,37.7731,64331,EU
1928,Denpasar,Bali,ID,115.2167,-8.6667,834881,AS
1929,Denver,Colorado,US,-104.8759,39.7621,2876625,AS
1930,Dera Ghazi Khan,Punjab,PK,70.6333,30.05,399064,AS
1931,Dera Ismail Khan,Khyber Pakhtunkhwa,PK,70.9167,31.8167,109686,NA
1932,Derbent,Dagestan,RU,48.2958,42.0692,123720,AS
1933,Derecske,Hajdú-Bihar,HU,21.5718,47.3537,8403,AS
1934,Derik,Mardin,TR,40.2689,37.3644,6684,EU
1935,Derventa,"Srpska, Republika",BA,17.91,44.98,12680,EU
1936,Des Moines,Iowa,US,-93.6105,41.5725,473957,AS
1937,Dessau-Roßlau,Saxony-Anhalt,DE,12.2333,51.8333,81237,EU
1938,Det Udom,Ubon Ratchathani,TH,105.0784,14.906,14264,NA
1939,Detmold,North Rhine-Westphalia,DE,8.8833,51.9378,74388,EU
1940,Detva,Banskobystrický,SK,19.4208,48.5572,14751,AS
1941,Deurne,Noord-Brabant,NL,5.7947,51.4639,32362,EU
1942,Deutschlandsberg,Steiermark,AT,15.215,46.8161,11663,EU
1943,Develi,Kayseri,TR,35.4925,38.3886,13411,EU
1944,Deventer,Overijssel,NL,6.2,52.25,99166,EU
1945,Devin,Smolyan,BG,24.3967,41.7432,6129,AS
1946,Deyang,Sichuan,CN,104.395,31.1289,3877000,EU
1947,Dezfūl,Khūzestān,IR,48.4033,32.3878,264709,EU
1948,Dezhou,Shandong,CN,116.3105,37.4513,5568235,AS
1949,Deán Funes,Córdoba,AR,-64.35,-30.4333,21518,AS
1950,Deçan,Deçan,XK,20.2833,42.5333,3803,AS
1951,Dhaka,Dhaka,BD,90.3944,23.7289,16839000,SA
1952,Dhamār,Dhamār,YE,44.4017,14.55,160114,EU
1953,Dhuusamarreeb,Galguduud,SO,46.3875,5.5375,447,AS
1954,Dianga,Gansu,CN,103.2074,34.0587,15993,AS
1955,Diapaga,Est,BF,1.7833,12.0667,26013,AF
1956,Dibulla,La Guajira,CO,-73.3089,11.2725,37854,AS
1957,Didymóteicho,Anatolikí Makedonía kai Thráki,GR,26.5,41.35,9263,AF
1958,Diekirch,Diekirch,LU,6.1558,49.8678,7047,SA
1959,Diemen,Noord-Holland,NL,4.9625,52.3439,29196,EU
1960,Diepholz,Lower Saxony,DE,8.3711,52.6072,16882,EU
1961,Dieppe,Normandie,FR,1.08,49.92,28561,EU
1962,Diffa,Diffa,NE,12.6089,13.3171,30988,EU
1963,Differdange,Esch-sur-Alzette,LU,5.8914,49.5242,15455,EU
1964,Digne-les-Bains,Provence-Alpes-Côte d’Azur,FR,6.2356,44.0925,16333,AF
1965,Digos,Davao del Sur,PH,125.35,6.75,188376,EU
1966,Dijon,Bourgogne-Franche-Comté,FR,5.0167,47.3167,156854,EU
1967,Dikhil,Dikhil,DJ,42.3667,11.1086,35000,AS
1968,Dikili,İzmir,TR,26.8902,39.071,5805,EU
1969,Diksmuide,Flanders,BE,2.8667,51.0333,16739,AF
1970,Dillingen,Bavaria,DE,10.4667,48.5667,18978,AS
1971,Dimbokro,Lacs,CI,-4.71,6.6505,67349,EU
1972,Dinan,Bretagne,FR,-2.0503,48.4556,14281,
1973,Dinant,Wallonia,BE,4.9136,50.2564,13544,EU
1974,Dingcheng,Hainan,CN,110.3637,19.6819,86367,AF
1975,Dingli,Dingli,MT,14.3814,35.8603,3608,EU
1976,Dingolfing,Bavaria,DE,12.5,48.6333,19839,EU
1977,Dinguiraye,Faranah,GN,-10.726,11.299,6062,AS
1978,Dingxi,Gansu,CN,104.6263,35.5806,2698624,EU
1979,Diourbel,Diourbel,SN,-16.2314,14.655,100445,EU
1980,Dipolog,Zamboanga del Norte,PH,123.3333,8.5667,138141,AF
1981,Dire Dawa,Dirē Dawa,ET,41.8667,9.5833,277000,AS
1982,Diriamba,Carazo,NI,-86.2333,11.85,57512,AF
1983,Dispur,Assam,IN,91.77,26.15,16140,AS
1984,Divo,Gôh-Djiboua,CI,-5.3572,5.8372,179455,AF
1985,Divriği,Sivas,TR,38.1136,39.3711,9160,NA
1986,Diyarbakır,Diyarbakır,TR,40.2367,37.9108,102653,AS
1987,Diébougou,Sud-Ouest,BF,-3.25,10.9667,12732,AF
1988,Djambala,Plateaux,CG,14.75,-2.55,9651,AS
1989,Djanet,Illizi,DZ,9.4853,24.555,14655,AS
1990,Djelfa,Djelfa,DZ,3.25,34.6667,265833,AF
1991,Djenné,Mopti,ML,-4.55,13.9,32944,AF
1992,Djibo,Sahel,BF,-1.6279,14.1012,61456,AF
1993,Djibouti,Djibouti,DJ,43.1481,11.595,562000,AF
1994,Djougou,Donga,BJ,1.68,9.7004,202810,AF
1995,Dnipro,Dnipropetrovs’ka Oblast’,UA,35.04,48.4675,980948,AF
1996,Doba,Logone Oriental,TD,16.85,8.65,29597,AF
1997,Dobele,Dobeles Novads,LV,23.2811,56.6258,8731,AF
1998,Doboj,"Srpska, Republika",BA,18.1333,44.7333,68514,EU
1999,Dobrich,Dobrich,BG,27.8333,43.5667,90419,AF
2000,Dobrovelychkivka,Kirovohrads’ka Oblast’,UA,31.1667,48.35,5763,EU
2001,Dobrush,Homyel’skaya Voblasts’,BY,31.3167,52.4167,18311,EU
2002,Doctor Mora,Guanajuato,MX,-100.3192,21.1425,23324,EU
2003,Dodoma,Dodoma,TZ,35.746,-6.1835,410956,EU
2004,Doesburg,Gelderland,NL,6.1333,52.0167,11148,EU
2005,Doetinchem,Gelderland,NL,6.2833,51.9667,57555,NA
2006,Doha,Ad Dawḩah,QA,51.5333,25.3,1186023,AF
2007,Dok Kham Tai,Phayao,TH,99.9926,19.162,13450,EU
2008,Dokkum,Fryslân,NL,5.9989,53.3253,12365,EU
2009,Dole,Bourgogne-Franche-Comté,FR,5.4906,47.0931,23770,AS
2010,Dolisie,Niari,CG,12.6731,-4.1961,103894,AS
2011,Dolneni,Dolneni,MK,21.4536,41.4264,375,EU
2012,Dolný Kubín,Žilinský,SK,19.2992,49.2117,18905,EU
2013,Dolores,Buenos Aires,AR,-57.6792,-36.3132,25940,AF
2014,Dolores,Petén,GT,-89.4158,16.5142,39783,EU
2015,Dolores Hidalgo Cuna de la Independencia Nacional,Guanajuato,MX,-100.9369,21.1516,67101,EU
2016,Dolyna,Ivano-Frankivs’ka Oblast’,UA,24.0108,48.9703,20691,SA
2017,Dolynska,Kirovohrads’ka Oblast’,UA,32.7648,48.1111,19287,NA
2018,Domat/Ems,Graubünden,CH,9.4545,46.8198,8037,NA
2019,Dombóvár,Tolna,HU,18.131,46.3769,17995,EU
2020,Domžale,Domžale,SI,14.6,46.1333,13204,EU
2021,Don Sak,Surat Thani,TH,99.6944,9.3169,11934,EU
2022,Donauwörth,Bavaria,DE,10.777,48.7184,20080,EU
2023,Donduşeni,Donduşeni,MD,27.5853,48.2244,7101,EU
2024,Donetsk,Donets’ka Oblast’,UA,37.8042,48.0089,929063,AS
2025,Dong Luang,Mukdahan,TH,104.5337,16.8066,8135,EU
2026,Dongchuan,Yunnan,CN,101.2356,25.5086,88481,EU
2027,Dongcun,Shanxi,CN,111.6751,38.28,59772,EU
2028,Dongen,Noord-Brabant,NL,4.9433,51.6258,26051,AS
2029,Dongguan,Guangdong,CN,113.7493,23.0475,8142000,AS
2030,Dongguan,Shanxi,CN,111.0768,39.014,75135,AS
2031,Donghua,Gansu,CN,106.6545,35.2175,189333,EU
2032,Dongning,Heilongjiang,CN,131.1187,44.0608,210000,AS
2033,Dongola,Northern,SD,30.4833,19.1666,26404,AS
2034,Dongta,Ningxia,CN,106.339,38.0824,22040,AS
2035,Dongtai,Jiangsu,CN,120.3037,32.8534,990306,AS
2036,Dongxing,Guangxi,CN,108.05,21.5833,144709,AF
2037,Dongyang,Zhejiang,CN,120.2282,29.2785,322500,AS
2038,Donji Miholjac,Osječko-Baranjska Županija,HR,18.15,45.75,6226,AS
2039,Donmatías,Antioquia,CO,-75.3953,6.4858,24201,AS
2040,Donostia,Basque Country,ES,-1.98,43.32,188102,AS
2041,Doorn,Utrecht,NL,5.35,52.0333,10124,EU
2042,Dordrecht,Zuid-Holland,NL,4.67,51.81,118654,SA
2043,Dori,Sahel,BF,0.05,14.05,46521,EU
2044,Dornbirn,Vorarlberg,AT,9.75,47.4167,48067,EU
2045,Dortmund,North Rhine-Westphalia,DE,7.4653,51.5139,587696,EU
2046,Dorūd,Lorestān,IR,49.075,33.4933,121608,AF
2047,Dosquebradas,Risaralda,CO,-75.6761,4.8361,179301,EU
2048,Dosso,Dosso,NE,3.2,13.05,58671,EU
2049,Douai,Hauts-de-France,FR,3.08,50.3714,39634,AS
2050,Douala,Littoral,CM,9.7,4.05,2446945,SA
2051,Douliu,Yunlin,TW,120.5439,23.7075,106653,AF
2052,Dover,Delaware,US,-75.5203,39.161,117282,EU
2053,Dovzhansk,Luhans’ka Oblast’,UA,39.6516,48.0846,95153,AF
2054,Doğanhisar,Konya,TR,31.6767,38.145,5718,AS
2055,Doğubayazıt,Ağrı,TR,44.0833,39.55,8523,NA
2056,Draguignan,Provence-Alpes-Côte d’Azur,FR,6.4667,43.5403,39106,EU
2057,Drammen,Buskerud,NO,10.2045,59.7439,109416,AS
2058,Dravograd,Dravograd,SI,15.018,46.59,3088,AS
2059,Drawsko Pomorskie,Zachodniopomorskie,PL,15.8,53.5333,11597,EU
2060,Dresden,Saxony,DE,13.74,51.05,554907,EU
2061,Dreux,Centre-Val de Loire,FR,1.3664,48.7372,30664,EU
2062,Drobeta-Turnu Severin,Mehedinţi,RO,22.6556,44.6361,92617,EU
2063,Drochia,Drochia,MD,27.8126,48.0308,13150,EU
2064,Drohobych,L’vivs’ka Oblast’,UA,23.5,49.35,124269,EU
2065,Dronten,Flevoland,NL,5.7125,52.5242,40815,EU
2066,Druskininkai,Druskininkai,LT,23.9725,54.0206,12055,EU
2067,Druten,Gelderland,NL,5.6044,51.8889,18797,EU
2068,Drvar,"Bosnia and Herzegovina, Federation of",BA,16.3808,44.3739,7506,EU
2069,Dráma,Anatolikí Makedonía kai Thráki,GR,24.1392,41.1514,44823,EU
2070,Dubai,Dubayy,AE,55.3094,25.2697,2502715,EU
2071,Dublin,Dublin,IE,-6.2603,53.3497,553165,EU
2072,Dubno,Rivnens’ka Oblast’,UA,25.735,50.3931,37545,EU
2073,Dubovskoye,Rostovskaya Oblast’,RU,42.7575,47.4092,8544,AS
2074,Dubrovnik,Dubrovačko-Neretvanska Županija,HR,18.1083,42.6403,42615,EU
2075,Dubrowna,Vitsyebskaya Voblasts’,BY,30.6833,54.5667,6951,EU
2076,Ducheng,Guangdong,CN,111.5342,23.2445,85659,EU
2077,Dudelange,Esch-sur-Alzette,LU,6.0875,49.4806,21513,EU
2078,Duisburg,North Rhine-Westphalia,DE,6.7611,51.4322,495885,EU
2079,Duitama,Boyacá,CO,-73.0297,5.8219,126670,AS
2080,Duiven,Gelderland,NL,6.0211,51.9472,25332,EU
2081,Dumaguete City,Negros Oriental,PH,123.3081,9.3103,134103,EU
2082,Dunajská Streda,Trnavský,SK,17.6147,47.9961,22643,SA
2083,Dunakeszi,Pest,HU,19.1381,47.6297,43990,EU
2084,Dunaújváros,Dunaújváros,HU,18.9167,46.9833,44200,AS
2085,Dundo,Lunda Norte,AO,20.83,-7.38,11985,EU
2086,Dunedin,Otago,NZ,170.5036,-45.8742,99885,EU
2087,Dunhua,Jilin,CN,128.2333,43.3667,483811,EU
2088,Dunkerque,Hauts-de-France,FR,2.3775,51.0383,86865,AF
2089,Dunleary,Dún Laoghaire-Rathdown,IE,-6.14,53.3,23857,OC
2090,Durango,Durango,MX,-104.6667,24.0167,654876,AS
2091,Durazno,Durazno,UY,-56.5167,-33.3833,34368,EU
2092,Durrës,Durrës,AL,19.4558,41.3242,113249,EU
2093,Dushanbe,Dushanbe,TJ,68.7864,38.5731,778500,NA
2094,Dusheti,Mtskheta Mtianeti,GE,44.6961,42.0845,6167,SA
2095,Dutse,Jigawa,NG,9.3158,11.8283,153000,EU
2096,Dykanka,Poltavs’ka Oblast’,UA,34.5341,49.8222,7662,AS
2097,Dzhankoi,"Krym, Avtonomna Respublika",UA,34.3933,45.7086,38714,AS
2098,Działdowo,Warmińsko-Mazurskie,PL,20.1833,53.2333,21279,AF
2099,Dzierżoniów,Dolnośląskie,PL,16.6511,50.7281,33137,EU
2100,Dzilam González,Yucatán,MX,-88.9292,21.28,5875,EU
2101,Dzuunmod,Töv,MN,106.9528,47.7069,14660,EU
2102,Dédougou,Boucle du Mouhoun,BF,-3.4667,12.4667,63617,EU
2103,Dún Dealgan,Louth,IE,-6.4049,54.009,39004,NA
2104,Düren,North Rhine-Westphalia,DE,6.4833,50.8,90733,AS
2105,Düsseldorf,North Rhine-Westphalia,DE,6.7724,51.2311,645923,AF
2106,Düzce,Düzce,TR,31.1583,40.8417,56649,EU
2107,Dāmghān,Semnān,IR,54.3481,36.1681,59106,EU
2108,Dārayyā,Rīf Dimashq,SY,36.2372,33.4589,84044,EU
2109,Dąbrowa Górnicza,Śląskie,PL,19.1947,50.3239,122712,AS
2110,Dębica,Podkarpackie,PL,21.4114,50.0515,43924,AS
2111,Dĩ An,Bình Dương,VN,106.7634,10.8927,73859,AS
2112,Dūmā,Rīf Dimashq,SY,36.4019,33.5722,123494,EU
2113,Ebebiyín,Kié-Ntem,GQ,11.3167,2.15,36565,EU
2114,Ebersberg,Bavaria,DE,11.9667,48.0833,12239,AS
2115,Eberswalde,Brandenburg,DE,13.8331,52.8331,40965,AS
2116,Ebéjico,Antioquia,CO,-75.7661,6.3264,12158,AF
2117,Ecatepec,México,MX,-99.06,19.6097,1857188,EU
2118,Ecatzingo,México,MX,-98.75,18.95,9369,EU
2119,Echallens,Vaud,CH,6.6333,46.6333,5740,SA
2120,Echt,Limburg,NL,5.8706,51.1058,17251,NA
2121,Echternach,Echternach,LU,6.4217,49.8117,5650,NA
2122,Ed Damazin,Blue Nile,SD,34.35,11.7704,186051,EU
2123,EdDamer,River Nile,SD,33.96,17.59,103941,EU
2124,Ede,Gelderland,NL,5.6667,52.0436,72460,EU
2125,Edelény,Borsod-Abaúj-Zemplén,HU,20.7442,48.2967,9209,AF
2126,Edineţ,Edineţ,MD,27.305,48.1681,15520,AF
2127,Edirne,Edirne,TR,26.5594,41.6781,166494,EU
2128,Edmonton,Alberta,CA,-113.4903,53.5344,1062643,EU
2129,Edremit,Balıkesir,TR,27.0244,39.5961,24115,EU
2130,Eeklo,Flanders,BE,3.5639,51.1858,20890,AS
2131,Eemnes,Utrecht,NL,5.2572,52.2539,9113,NA
2132,Eersel,Noord-Brabant,NL,5.3147,51.3572,19110,AS
2133,Eger,Heves,HU,20.3747,47.8989,51168,EU
2134,Egersund,Rogaland,NO,6.0067,58.45,11433,EU
2135,Eichstätt,Bavaria,DE,11.1839,48.8919,13525,EU
2136,Eidsvoll,Akershus,NO,11.2508,60.3475,26031,EU
2137,Eijsden,Limburg,NL,5.7108,50.7778,11565,EU
2138,Eindhoven,Noord-Brabant,NL,5.4842,51.4344,231642,EU
2139,Einsiedeln,Schwyz,CH,8.7431,47.1278,15550,EU
2140,Eisenach,Thuringia,DE,10.3244,50.9747,42370,EU
2141,Eisenberg,Thuringia,DE,11.9,50.9667,10885,EU
2142,Eisenstadt,Burgenland,AT,16.5189,47.8456,14476,EU
2143,El Arenal,Jalisco,MX,-103.6935,20.7754,19900,EU
2144,El Bagre,Antioquia,CO,-74.8086,7.6047,51862,EU
2145,El Banco,Magdalena,CO,-73.9744,9.0008,55530,EU
2146,El Bayadh,El Bayadh,DZ,1.0192,33.6831,85577,NA
2147,El Bordo,Cauca,CO,-76.9831,2.1142,37504,SA
2148,El Bosque,Chiapas,MX,-92.7167,17.0667,22606,SA
2149,El Calafate,Santa Cruz,AR,-72.2649,-50.3395,21132,AF
2150,El Carmen de Atrato,Chocó,CO,-76.1431,5.8983,14049,SA
2151,El Carmen de Bolívar,Bolívar,CO,-75.1225,9.7183,66001,NA
2152,El Charco,Nariño,CO,-78.1111,2.4775,42525,SA
2153,El Chol,Baja Verapaz,GT,-90.4878,14.9611,10445,SA
2154,El Cocuy,Boyacá,CO,-72.4444,6.4094,5241,SA
2155,El Colegio,Cundinamarca,CO,-74.4425,4.5808,22247,SA
2156,El Cuá,Jinotega,NI,-85.6728,13.3679,59307,NA
2157,El Difícil,Magdalena,CO,-74.2367,9.8469,32637,SA
2158,El Doncello,Caquetá,CO,-75.285,1.68,22306,SA
2159,El Espinal,Oaxaca,MX,-95.0444,16.4906,8575,NA
2160,El Estor,Izabal,GT,-89.35,15.5333,82491,SA
2161,El Fasher,North Darfur,SD,25.35,13.63,252609,SA
2162,El Fuerte,Sinaloa,MX,-108.62,26.4214,12566,NA
2163,El Geneina,West Darfur,SD,22.44,13.45,162981,NA
2164,El Golea,Ghardaïa,DZ,2.9,30.6,40195,AF
2165,El Higo,Veracruz,MX,-98.45,21.7667,7844,NA
2166,El Kef,Kef,TN,8.7,36.1667,73706,AF
2167,El Limón,Aragua,VE,-67.6336,10.3003,106206,AF
2168,El Limón,Jalisco,MX,-104.0167,19.75,5379,NA
2169,El Obeid,North Kordofan,SD,30.2167,13.1833,418280,AF
2170,El Oued,El Oued,DZ,6.8675,33.3683,134699,SA
2171,El Palmar,Quetzaltenango,GT,-91.5833,14.65,11875,NA
2172,El Paso,Cesar,CO,-73.7519,9.6622,23534,AF
2173,El Paujíl,Caquetá,CO,-75.3264,1.5694,21462,AF
2174,El Piñón,Magdalena,CO,-74.8231,10.4039,16752,NA
2175,El Playón,Santander,CO,-73.2033,7.4703,11252,SA
2176,El Porvenir de Velasco Suárez,Chiapas,MX,-92.2794,15.4556,14121,SA
2177,El Progreso,Jutiapa,GT,-89.85,14.35,22220,SA
2178,El Quetzal,San Marcos,GT,-91.8167,14.7667,18979,SA
2179,El Rama,Caribe Sur,NI,-84.3043,12.2333,54337,NA
2180,El Realejo,Chinandega,NI,-87.1647,12.5431,10300,NA
2181,El Retorno,Guaviare,CO,-72.6278,2.3306,24562,NA
2182,El Retén,Magdalena,CO,-74.2683,10.6106,20981,NA
2183,El Rosal,Cundinamarca,CO,-74.2628,4.8519,17254,NA
2184,El Rosario,Carazo,NI,-86.1667,11.8333,5317,SA
2185,El Rosario,Sinaloa,MX,-105.8572,22.9922,16001,SA
2186,El Salto,Durango,MX,-105.3585,23.7823,24241,SA
2187,El Seibo,Yuma,DO,-69.04,18.77,66867,NA
2188,El Tarf,El Tarf,DZ,8.3136,36.7669,25594,NA
2189,El Tarra,Norte de Santander,CO,-73.0944,8.5756,10957,NA
2190,El Tejar,Chimaltenango,GT,-90.8,14.65,23100,NA
2191,El Tigre,Anzoátegui,VE,-64.2611,8.8858,213524,AF
2192,El Tocuyo,Lara,VE,-69.7931,9.7822,41327,SA
2193,El Tumbador,San Marcos,GT,-91.9333,14.8667,40520,NA
2194,El Viejo,Chinandega,NI,-87.1667,12.6667,39178,SA
2195,El Zulia,Norte de Santander,CO,-72.6025,7.9325,23921,SA
2196,El Águila,Valle del Cauca,CO,-76.0422,4.9081,11069,NA
2197,Elassóna,Thessalía,GR,22.1886,39.8947,7338,NA
2198,Elazığ,Elazığ,TR,39.2167,38.6667,421726,SA
2199,Elbasan,Elbasan,AL,20.0822,41.1125,78703,SA
2200,Elbląg,Warmińsko-Mazurskie,PL,19.4,54.1667,119317,EU
2201,Elburg,Gelderland,NL,5.85,52.4333,23086,AS
2202,Eldorado,Misiones,AR,-54.6333,-26.4,17365,EU
2203,Eldoret,Uasin Gishu,KE,35.2833,0.5167,193830,EU
2204,Elefsína,Attikí,GR,23.5453,38.0414,24910,EU
2205,Elektrėnai,Elektrénai,LT,24.6612,54.7886,11588,SA
2206,Elista,Kalmykiya,RU,44.2667,46.3167,103132,AF
2207,Elva,Tartumaa,EE,26.4158,58.2275,5669,EU
2208,Elvas,Portalegre,PT,-7.1628,38.88,20706,EU
2209,Elverum,Hedmark,NO,11.5667,60.8833,21292,EU
2210,Embu,Embu,KE,37.45,-0.5333,41092,EU
2211,Emden,Lower Saxony,DE,7.2061,53.3669,49913,EU
2212,Emet,Kütahya,TR,29.2586,39.3415,12246,EU
2213,Emiliano Zapata,Hidalgo,MX,-98.55,19.65,12309,AF
2214,Emirdağ,Afyonkarahisar,TR,31.1503,39.0197,10914,EU
2215,Emirgazi,Konya,TR,33.8372,37.9022,5027,AS
2216,Emmen,Drenthe,NL,6.9,52.7833,107471,NA
2217,Emmendingen,Baden-Württemberg,DE,7.8492,48.1214,27882,AS
2218,Empalme,Sonora,MX,-110.8125,27.9617,38886,AS
2219,Encamp,Encamp,AD,1.5828,42.5361,12338,EU
2220,Encarnación,Itapúa,PY,-55.8667,-27.3333,69868,EU
2221,Encarnación de Díaz,Jalisco,MX,-102.2333,21.5167,53555,NA
2222,Encheng,Guangdong,CN,112.3131,22.1879,509700,EU
2223,Encs,Borsod-Abaúj-Zemplén,HU,21.1217,48.3306,6127,SA
2224,Ende,Nusa Tenggara Timur,ID,121.65,-8.8333,77205,NA
2225,Enerhodar,Zaporiz’ka Oblast’,UA,34.6558,47.4989,53567,AS
2226,Enghien,Wallonia,BE,4.0333,50.7,13734,EU
2227,Enkhuizen,Noord-Holland,NL,5.2833,52.7,18507,AS
2228,Enna,Sicilia,IT,14.2667,37.5667,27243,EU
2229,Ennis,Clare,IE,-8.9807,52.8463,24253,EU
2230,Enschede,Overijssel,NL,6.8956,52.2236,159703,EU
2231,Ensenada,Baja California,MX,-116.6058,31.8578,557430,EU
2232,Entroncamento,Santarém,PT,-8.4667,39.4667,20206,EU
2233,Enugu,Enugu,NG,7.4942,6.4403,715774,EU
2234,Envigado,Antioquia,CO,-75.5803,6.1719,228848,NA
2235,Enying,Fejér,HU,18.243,46.9296,6655,EU
2236,Epazoyucan,Hidalgo,MX,-98.6361,20.0177,11522,AF
2237,Epe,Gelderland,NL,5.9167,52.3333,33145,SA
2238,Epe,Lagos,NG,3.9912,6.5573,181409,EU
2239,Erbaa,Tokat,TR,36.5667,40.6667,13168,NA
2240,Erbach,Hesse,DE,8.9931,49.6569,13666,EU
2241,Erbil,Arbīl,IQ,44.0094,36.1911,846000,AF
2242,Erdenet,Orhon,MN,104.0444,49.0278,101260,AS
2243,Erding,Bavaria,DE,11.9082,48.3001,36469,EU
2244,Ereğli,Konya,TR,34.048,37.5142,38362,AS
2245,Ereğli,Zonguldak,TR,31.425,41.2583,175605,AS
2246,Erfurt,Thuringia,DE,11.0292,50.9781,213835,EU
2247,Ergani,Diyarbakır,TR,39.7617,38.2692,10528,AS
2248,Erlangen,Bavaria,DE,11.0044,49.5964,111962,AS
2249,Ermelo,Gelderland,NL,5.6331,52.3,26858,EU
2250,Ermoúpoli,Notío Aigaío,GR,24.9333,37.4504,12260,AS
2251,Erongarícuaro,Michoacán de Ocampo,MX,-101.7167,19.5833,15291,EU
2252,Errachidia,Drâa-Tafilalet,MA,-4.4244,31.9319,92374,EU
2253,Erzin,Hatay,TR,36.2022,36.9539,22477,EU
2254,Erzincan,Erzincan,TR,39.4914,39.7464,15591,NA
2255,Erzurum,Erzurum,TR,41.2756,39.9097,105317,AF
2256,Esbjerg,Syddanmark,DK,8.45,55.467,72205,AS
2257,Escaldes-Engordany,Escaldes-Engordany,AD,1.5408,42.5089,14521,AS
2258,Esch-sur-Alzette,Esch-sur-Alzette,LU,5.9806,49.4969,36228,AS
2259,Eschen,Eschen,LI,9.5167,47.2,4459,EU
2260,Eschwege,Hesse,DE,10.0528,51.1881,19606,EU
2261,Escuinapa,Sinaloa,MX,-105.7031,22.9822,30790,EU
2262,Escuintla,Chiapas,MX,-92.6586,15.3193,10624,EU
2263,Escuintla,Escuintla,GT,-90.78,14.3004,107638,EU
2264,Escárcega,Campeche,MX,-90.7344,18.6067,29477,NA
2265,Esfarāyen,Khorāsān-e Shomālī,IR,57.51,37.0764,59490,NA
2266,Eshtehārd,Alborz,IR,50.3661,35.7256,29993,NA
2267,Esil,Aqmola,KZ,66.4042,51.9556,11551,NA
